"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Bone Springs Div","358	","Wyoming","SNOTEL","Sheridan","9350","44.67888","-107.5811","100800100102	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","21",,,"81","84","95","32","33","-4","17","16","4",,,,"26","25","15","35","2015","2008","19"
"Bonneville Dam","350897	","Oregon","ACIS","Multnomah","62","45.6353","-121.9522","170800010801	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"0","0","0","6","2018, 2019, 2020, more","2016","66"
"Boss Mountain Mine","1C20P	","British Columbia","Cooperator Snow Sensors","	","4846","52.1","-120.86667","	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"34","34","16","65","2002","2009","22"
"Bostetter R.S.","359	","Idaho","SNOTEL","Cassia","7500","42.16442","-114.19272","170402120201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"50","53","100","14","15","-7","20","13","3",,,,"16","15","6","28","2017","2019","16"
"Boulder Mountain","360	","Montana","SNOTEL","Meagher","7950","46.5596","-111.28973","100301030501	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","14",,,"52","50","100","19","19","-14","0","21","1","Lowest",,,"27","28","14","41","2021","2013","21"
"Boulder Rearing Stn","0951	","Wyoming","ACIS","Sublette","6940","42.71666","-109.68333","140401020602	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"3","3","0","6","1994, 1998, 2014, more","2001, 2018, 2019, more","32"
"Bourne","361	","Oregon","SNOTEL","Baker","5850","44.83052","-118.18787","170502030101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"13","13","4","26","2017","2015","15"
"Bowman Springs","362	","Oregon","SNOTEL","Umatilla","4530","45.36428","-118.46715","170701030401	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"8","5","1","15","2008","2016, 2020","15"
"Box Canyon","363	","Montana","SNOTEL","Park","6670","45.2719","-110.24903","100700020902	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","5",,,"42","42","83","13","13","-7","0","20","1","Lowest",,,"12","12","5","19","2021","2005","20"
"Box Creek","364	","Utah","SNOTEL","Sevier","9853","38.50809","-112.01856","160300020106	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","2",,,"17","17","50","4","4","-10","4","23","2","2nd Lowest",,,"12","12","0","28","2017","2004","24"
"Box Springs","1156	","Utah","SNOTEL","Piute","9228","38.49746","-112.00779","160300020107	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","5",,,"62","62","71","17","18","-3","27","9","3",,,,"8","8","0","16","2017","2019","12"
"Brackett Creek","365	","Montana","SNOTEL","Gallatin","7320","45.89107","-110.93851","100700030403	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","12",,,"50","52","75","16","17","-11","5","19","2","2nd Lowest",,,"24","23","11","38","2006","2013","20"
"Brian Head","1154	","Utah","SNOTEL","Iron","10039","37.67994","-112.85674","160300060201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","16",,,"89","94","84","26","25","-1","40","7","3",,,,"18","17","0","32","2017","2019","11"
"Brighton","366	","Utah","SNOTEL","Salt Lake","8766","40.59936","-111.58167","160202040201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"33","38","44","11","11","-13","0","25","1","Lowest",,,"24","21","8","46","2021","2004","25"
"Bristlecone Trail","1111	","Nevada","SNOTEL","Clark","8890","36.31575","-115.69543","150100150206	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","2",,,"29","33","20","6","7","-4","23","11","3",,,,"7","6","0","18","2017, 2020","2009","14"
"Brooklyn Lake","367	","Wyoming","SNOTEL","Albany","10240","41.35885","-106.23209","101800100502	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","20",,,"69","74","80","20","23","-7","6","18","2","2nd Lowest",,,"29","27","19","45","2020","2019","19"
"Brown Duck","368	","Utah","SNOTEL","Duchesne","10574","40.58102","-110.58587","140600030604	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","24",,,"86","89","89","32","34","-3","33","13","6",,,,"28","27","15","53","2017, 2020","2004","19"
"Brown Top","1080	","Washington","SNOTEL","Whatcom","5830","48.92755","-121.19713","171100050601	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","82",,,"126","128","100","50","50","18","83","3","11",,,,"65","64","38","102","2019","2015","13"
"Brumley","369	","Colorado","SNOTEL","Lake","10600","39.08766","-106.5417","110200010101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","16",,,"52","76","89","19","31","-5","22","15","3",,,,"31","21","6","235","2012","2003","19"
"Brundage Reservoir","370	","Idaho","SNOTEL","Adams","6250","45.04315","-116.13253","170602100104	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","35",,,"125","130","100","38","37","8","94","2","17","2nd Highest",,,"28","27","17","56","2008, 2009, 2011","2015","18"
"Buck Flat","371	","Utah","SNOTEL","Sanpete","9409","39.134","-111.43722","140600090302	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","9",,,"53","47","64","15","15","-10","11","18","3",,,,"17","19","0","27","2017","2019","20"
"Buck Pasture","1192	","Utah","SNOTEL","Summit","9632","40.84456","-110.66068","140401070301	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","14",,,"74","82","78","26","26","-3","20","9","3",,,,"19","17","11","35","2011","2019","11"
"Buckboard Flat","1153	","Utah","SNOTEL","San Juan","8924","37.86943","-109.44717","140802030103	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"62","73","80","17","17","-3","33","7","4",,,,"13","11","0","29","2017","2019","10"
"Buckhorn","2216	","Nevada","SCAN","Washoe","3925","40.87959","-119.9534","180800020104	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","10",,,"250","500","17","143","143","8","100","1","5","Highest",,,"4","2","0","10","2017","2021","5"
"Buckinghorse","1107	","Washington","SNOTEL","Jefferson","4870","47.7086","-123.45747","171100200501	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"41","37","5","76","2014","2012, 2016","13"
"Buckskin Joe","938	","Colorado","SNOTEL","Park","11150","39.3035","-106.11307","101900010102	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"14","14","3","29","2012","2019","22"
"Buckskin Lake AM","1292	","Oregon","SNOLITE","Harney","5190","43.02503","-118.94785","171200030206	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"1","2","0","2","2020","2018, 2019","3"
"Buckskin Lower","373	","Nevada","SNOTEL","Humboldt","6930","41.75067","-117.53182","160401090502	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","14",,,"117","117","100","36","37","2","71","6","12",,,,"12","12","3","20","2014","2015","18"
"Buffalo Park","913	","Colorado","SNOTEL","Grand","9240","40.22861","-106.59528","140100010706	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"22","20","15","35","2007, 2020","2005","18"
"Bug Lake","374	","Utah","SNOTEL","Rich","7987","41.68541","-111.41987","160102010102	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"36","40","73","13","13","-12","0","23","1","Lowest",,,"22","20","8","37","2021","2019","23"
"Bull Basin AM","1293	","Idaho","SNOLITE","Owyhee","5480","42.35673","-116.95906","170501041703	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","0",,,"0","0",,"0","0","-2","0","4","1","Lowest",,,"2","2","0","4","2021","2020","4"
"Bumping Ridge","375	","Washington","SNOTEL","Yakima","4610","46.81003","-121.33058","170300020105	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","33",,,"127","127","94","37","35","7","72","6","14",,,,"26","26","0","53","2014","2003","19"
"Bunchgrass Mdw","376	","Washington","SNOTEL","Pend Oreille","5000","48.68688","-117.17633","170102160401	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","22",,,"79","79","100","26","25","-6","19","14","4",,,,"28","28","12","39","2014","2013","17"
"Burgess Junction","377	","Wyoming","SNOTEL","Sheridan","7880","44.78765","-107.52917","100901010202	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","10",,,"62","67","91","18","19","-5","12","16","2","2nd Lowest",,,"16","15","9","24","2015","2005, 2008","18"
"Burnside Lake","1051	","California","SNOTEL","Alpine","8129","38.71943","-119.8942","160502010107	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","38",,,"165","165","100","43","46","15","89","3","17",,,,"23","23","3","41","2011","2019","19"
"Burnt Bridge Creek","3C08P	","British Columbia","Cooperator Snow Sensors","	","4360","52.46667","-126.23333","	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"41","44","15","69","2002","2001","21"
"Burnt Mountain","942	","Washington","SNOTEL","Pierce","4170","47.0444","-121.94032","171100140103	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","13",,,"100","108","87","23","22","1","57","10","13",,,,"13","12","0","37","2002, 2004","2016","22"
"Burnt Mtn","981	","Montana","SNOTEL","Carbon","5880","45.2401","-109.45961","100700060802	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","2",,,"29","29","18","7","7","-5","11","18","3",,,,"7","7","0","15","2004, 2006","2013","20"
"Burro Mountain","378	","Colorado","SNOTEL","Rio Blanco","9400","39.87505","-107.59853","140500050302	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"21","22","8","33","2017","2005","19"
"Burroughs Creek","379	","Wyoming","SNOTEL","Fremont","8750","43.69733","-109.67021","100800010102	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","5",,,"24","24","83","9","10","-16","0","18","1","Lowest",,,"21","21","5","31","2021","2003","18"
"Burts Miller Ranch","1135	","Utah","SNOTEL","Summit","8000","40.98492","-110.85075","160101010105	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"75","67","67","23","23","-3","33","9","5",,,,"8","9","2","13","2020","2019","13"
"Butte","380	","Colorado","SNOTEL","Gunnison","10160","38.89433","-106.953","140200010206	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","20",,,"91","100","74","26","36","0","56","9","9",,,,"22","20","5","39","2012","2002","19"
"Calamity","1109	","Washington","SNOTEL","Skamania","2500","45.90362","-122.21633","170800020603	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"267",,"100","32","36","8","85","3","12",,,,"3","0","0","14","2017, 2018, 2019, more","2008, 2016","14"
"Call Meadows AM","1289	","Oregon","SNOLITE","Harney","5380","43.81191","-118.78565","171200010201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","4",,,"80","100","57","8","11","0","33","3","2","2nd Lowest",,,"5","4","1","11","2020","2019","4"
"Calvert Creek","381	","Montana","SNOTEL","Deer Lodge","6430","45.8838","-113.32553","100200040801	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"50","55","100","17","16","-5","17","16","3",,,,"12","11","4","23","2019","2003","19"
"Camas Creek Divide","382	","Idaho","SNOTEL","Elmore","5710","43.26548","-115.3453","170402200101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"73","89","100","19","20","-1","45","7","5",,,,"11","9","2","21","2012, 2017","2015","12"
"Camp Jackson","383	","Utah","SNOTEL","San Juan","8858","37.81333","-109.48723","140802010301	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"57","67","80","16","16","-4","25","19","5",,,,"14","12","0","30","2012, 2017","2011","25"
"Canyon","384	","Wyoming","SNOTEL","Park","7870","44.71961","-110.51084","100700010705	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"20","20","12","30","2020","2003","18"
"Carrot Basin","385	","Montana","SNOTEL","Gallatin","9000","44.96192","-111.29403","100200080105	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","45",,,"118","118","100","48","51","7","84","5","20",,,,"38","38","21","69","2020","1996","26"
"Carson Pass","1067	","California","SNOTEL","Alpine","8360","38.6927","-120.0022","180201290101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","38",,,"146","152","100","38","41","13","76","5","14",,,,"26","25","8","46","2011","2004, 2012","18"
"Cascade","386	","Colorado","SNOTEL","San Juan","8880","37.65083","-107.80602","140801040201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","15",,,"125","125","75","33","32","3","67","6","11",,,,"12","12","0","34","2012, 2017","2009","16"
"Cascade #2","387	","Colorado","SNOTEL","San Juan","8920","37.658","-107.80268","140801040201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","14",,,"108","140","64","32","32","4","71","6","12",,,,"13","10","0","33","2017","2007, 2009","18"
"Cascade Mountain","1039	","Utah","SNOTEL","Utah","7774","40.283","-111.60992","160202030505	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","13",,,"76","72","87","22","24","-5","32","14","6",,,,"17","18","2","31","2017","2009","20"
"Cascade Summit","388	","Oregon","SNOTEL","Deschutes","5100","43.59042","-122.0601","170900010301	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","34",,,"110","110","100","35","34","3","55","11","13",,,,"31","31","6","61","2014","2001","23"
"Casper Mtn.","389	","Wyoming","SNOTEL","Natrona","7900","42.73389","-106.31861","101800070804	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","7",,,"44","47","58","10","12","-8","17","20","5",,,,"16","15","3","39","2020","1996","24"
"Castle Creek","1130	","Wyoming","SNOTEL","Fremont","8400","43.6748","-109.3774","100800010401	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","0",,,"0","0","0","0","0","-13","0","12","1","Lowest",,,"11","13","0","15","2021","2014, 2019","12"
"Castle Valley","390	","Utah","SNOTEL","Iron","9607","37.66098","-112.74093","160300010201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"38","43","60","11","11","-8","11","17","3",,,,"16","14","0","35","2017","2004, 2009","19"
"Cave Mountain","1152	","Nevada","SNOTEL","White Pine","10578","39.16337","-114.6133","160600080402	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"89","100","67","17","20","0","60","5","5",,,,"9","8","0","19","2017","2019","11"
"Cayuse Pass","1085	","Washington","SNOTEL","Pierce","5240","46.86954","-121.5343","171100140301	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","44",,,"100","110","100","27","27","4","60","7","10",,,,"44","40","5","81","2014","2006","16"
"Cedar Kiteen","4B18P	","British Columbia","Cooperator Snow Sensors","	","2992","55.15","-128.7","	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"29","24","9","71","2016","2008","13"
"Cedar Pass","391	","California","SNOTEL","Modoc","7030","41.58233","-120.3025","180200020603	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","13",,,"93","108","100","25","25","1","67","6","11",,,,"14","12","2","34","2008","2015","16"
"Celista Mountain","1F06P	","British Columbia","Cooperator Snow Sensors","	","5030","51.4","-118.98333","	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"50","48","29","67","2005","2015","15"
"Chalender","1139	","Arizona","SNOTEL","Coconino","7100","35.26247","-112.06231","150602020305	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","3",,,"100","100","100","18","16","0","58","6","7",,,,"3","3","0","13","2016, 2017, 2020, more","2009","13"
"Chalk Creek #1","392	","Utah","SNOTEL","Summit","9171","40.85464","-111.04765","160201010301	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"29","28","18","43","2014, 2017","2004","24"
"Chalk Creek #2","393	","Utah","SNOTEL","Summit","8208","40.88529","-111.06954","160201010301	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","12",,,"57","60","80","21","21","-8","0","25","1","Lowest",,,"21","20","12","32","2021","2001","25"
"Chamita","394	","New Mexico","SNOTEL","Rio Arriba","8400","36.95636","-106.65682","130201020204	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","7",,,"70","88","88","17","19","-1","45","12","9",,,,"10","8","0","24","2017","2007","21"
"Chapman Tunnel","1101	","Colorado","SNOTEL","Pitkin","10110","39.26217","-106.62931","140100040504	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"32","22","11","194","2012, 2017","2008","14"
"Charkiln","2145	","Nevada","SCAN","Clark","6683","36.36651","-115.82047","160600150101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","0",,,"0",,"0","0","0","0","50","5","1","Lowest",,,"2","0","0","8","2019, 2020, 2021, more","2012","9"
"Checkers Creek","2213	","Alaska","SCAN","Nome","326","65.403","-164.711","190501050503	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"4","1","0","10","2016","2015","3"
"Chemult Alternate","395	","Oregon","SNOTEL","Klamath","4850","43.22625","-121.80662","180102010201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","16",,,"200","229","100","47","53","9","88","3","15",,,,"8","7","0","26","2014, 2017","2015","17"
"Chena Lakes","1260	","Alaska","SNOTEL","Fairbanks North Star","500","64.75793","-147.21823","190803060901	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"9","9","9","9","2020","2020","1"
"Chepeta","396	","Utah","SNOTEL","Duchesne","10499","40.77458","-110.0105","140600031202	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","14",,,"67","78","88","23","23","-4","12","16","2","2nd Lowest",,,"21","18","10","43","2017","2004","18"
"Chicken Ridge","2150	","Utah","SCAN","Morgan","7649","41.33136","-111.3036","160201010603	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"15","10","3","28","2017","2019","7"
"Chilliwack River","1D17P	","British Columbia","Cooperator Snow Sensors","	","5318","49.01667","-121.7","171100010206	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"55","54","19","147","2008","2003","20"
